Loading checkpoint models/117M/model.ckpt
Loading dataset...
100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 1/1 [00:00<00:00,  1.62it/s]
dataset has 61451752 tokens
Training...
[1 | 8.32] loss=2.05 avg=2.05

[3900 | 20461.28] loss=1.38 avg=1.05
[3901 | 20466.55] loss=0.63 avg=1.05
[3902 | 20471.86] loss=1.25 avg=1.05
[3903 | 20477.25] loss=1.34 avg=1.06
[3904 | 20482.59] loss=1.85 avg=1.06
[3905 | 20487.84] loss=0.52 avg=1.06
[3906 | 20493.02] loss=0.75 avg=1.05
[3907 | 20498.23] loss=0.38 avg=1.05
[3908 | 20503.46] loss=0.76 avg=1.05
[3909 | 20508.79] loss=0.98 avg=1.04
[3910 | 20513.97] loss=1.47 avg=1.05
[3911 | 20519.23] loss=1.13 avg=1.05
[3912 | 20524.49] loss=0.63 avg=1.05
[3913 | 20529.85] loss=1.24 avg=1.05
[3914 | 20535.00] loss=0.61 avg=1.04
[3915 | 20540.45] loss=1.70 avg=1.05
[3916 | 20545.72] loss=1.45 avg=1.05
[3917 | 20550.96] loss=0.90 avg=1.05
[3918 | 20556.26] loss=0.77 avg=1.05
[3919 | 20561.46] loss=1.34 avg=1.05
[3920 | 20566.67] loss=0.97 avg=1.05
[3921 | 20571.91] loss=1.03 avg=1.05
[3922 | 20577.14] loss=0.86 avg=1.05
[3923 | 20582.45] loss=0.72 avg=1.05
[3924 | 20587.74] loss=0.83 avg=1.04
[3925 | 20592.96] loss=0.78 avg=1.04
[3926 | 20598.31] loss=0.79 avg=1.04
[3927 | 20603.69] loss=0.98 avg=1.04
[3928 | 20608.96] loss=0.63 avg=1.03
[3929 | 20614.26] loss=1.36 avg=1.04
[3930 | 20619.49] loss=1.51 avg=1.04
[3931 | 20624.74] loss=1.33 avg=1.04
[3932 | 20630.02] loss=1.04 avg=1.04
[3933 | 20635.36] loss=0.95 avg=1.04
[3934 | 20640.62] loss=1.02 avg=1.04
[3935 | 20645.78] loss=1.04 avg=1.04
[3936 | 20651.04] loss=0.63 avg=1.04
[3937 | 20656.34] loss=0.74 avg=1.04
[3938 | 20661.69] loss=0.69 avg=1.03
[3939 | 20666.94] loss=0.76 avg=1.03
[3940 | 20672.27] loss=1.12 avg=1.03
[3941 | 20677.49] loss=1.61 avg=1.04
[3942 | 20682.79] loss=1.04 avg=1.04
[3943 | 20688.06] loss=0.83 avg=1.03
[3944 | 20693.30] loss=1.30 avg=1.04
[3945 | 20698.54] loss=0.80 avg=1.04
[3946 | 20703.70] loss=0.93 avg=1.03
[3947 | 20708.91] loss=1.06 avg=1.03
[3948 | 20714.14] loss=0.84 avg=1.03
[3949 | 20719.31] loss=1.01 avg=1.03
[3950 | 20724.54] loss=1.10 avg=1.03
[3951 | 20729.78] loss=0.87 avg=1.03
[3952 | 20735.10] loss=1.91 avg=1.04
[3953 | 20740.28] loss=1.13 avg=1.04
[3954 | 20745.40] loss=0.56 avg=1.04
[3955 | 20750.64] loss=0.68 avg=1.03
[3956 | 20755.94] loss=0.72 avg=1.03
[3957 | 20761.10] loss=1.73 avg=1.04
[3958 | 20766.40] loss=0.79 avg=1.03
[3959 | 20771.67] loss=0.72 avg=1.03
[3960 | 20776.91] loss=0.97 avg=1.03
[3961 | 20782.13] loss=0.91 avg=1.03
[3962 | 20787.46] loss=0.85 avg=1.03
[3963 | 20792.67] loss=0.44 avg=1.02
[3964 | 20797.80] loss=0.87 avg=1.02
[3965 | 20803.01] loss=0.88 avg=1.02
[3966 | 20808.24] loss=1.38 avg=1.02
[3967 | 20813.52] loss=1.49 avg=1.03
[3968 | 20818.74] loss=0.95 avg=1.03
[3969 | 20823.96] loss=0.51 avg=1.02
[3970 | 20829.20] loss=1.59 avg=1.03
[3971 | 20834.30] loss=0.76 avg=1.02
[3972 | 20839.61] loss=0.80 avg=1.02
[3973 | 20844.84] loss=1.30 avg=1.02
[3974 | 20849.96] loss=1.50 avg=1.03
[3975 | 20855.20] loss=0.67 avg=1.03
[3976 | 20860.39] loss=1.01 avg=1.03
[3977 | 20865.63] loss=1.02 avg=1.03
[3978 | 20870.86] loss=0.82 avg=1.02
[3979 | 20876.12] loss=0.36 avg=1.02
[3980 | 20881.37] loss=1.08 avg=1.02
[3981 | 20886.56] loss=1.04 avg=1.02
[3982 | 20891.86] loss=1.35 avg=1.02
[3983 | 20897.24] loss=0.94 avg=1.02
[3984 | 20902.52] loss=1.60 avg=1.03
[3985 | 20907.77] loss=1.86 avg=1.03
[3986 | 20913.10] loss=0.78 avg=1.03
[3987 | 20918.44] loss=1.22 avg=1.03
[3988 | 20923.75] loss=1.47 avg=1.04
[3989 | 20929.05] loss=0.73 avg=1.03
[3990 | 20934.40] loss=0.83 avg=1.03
[3991 | 20939.69] loss=0.76 avg=1.03
[3992 | 20944.89] loss=0.97 avg=1.03
[3993 | 20950.13] loss=0.89 avg=1.03
[3994 | 20955.41] loss=1.00 avg=1.03
[3995 | 20960.66] loss=0.81 avg=1.03
[3996 | 20965.95] loss=0.70 avg=1.02
[3997 | 20971.16] loss=0.93 avg=1.02
[3998 | 20976.36] loss=0.72 avg=1.02
[3999 | 20981.69] loss=0.57 avg=1.01
Saving checkpoint/run1/model-4000
Generating samples...
======== SAMPLE 1 ========
       self.add_element(
                                 )
        else:
             self.add_element(
                                dg.get_dict(self.dict_str).append(item)
        self.add_element(
                                  )
        self.remove_element(
                                 dg.get_dict(self.dict_str).append(item)

        self.add_element(
                                 dg.get_element_str).append(item)
        ]

    # Get the
    # content of the item self._item._id [u'def', u'item', u'(', u'self', u',', u'retriniter', u'=', u'True', u')', u':', u'self', u'.', u'settings', u'=', u'None', u'self', u'.', u'make_store_content_and_store_element_and_store_element_and_store_element', u'=', u'direct', u'(', u"'items'", u',', u'self', u'.', u'settings', u')', u'ret', u'.', u'append', u'(', u'item', u')', u'self', u'.', u'add_item_object', u'(', u'self', u'.', u'name', u',', u'"a-v", u')', u'id', u'=', u'id', u'ret', u'.', u'append', u'(', u'id', u')', u'ret', u'.', u'remove', u'(', u')', u'self', u'.', u'remove_element', u'(', u'id', u')', u'self', u'.', u'remove_element', u'(', u'id', u')'] Adds a store object to a dict. This will only
    # provide the store element or dict in the object.
    #    :param self.store_object: _store_object
              The store object to make available.
             Returns True if store_object is a dict and 'value'
              is specified as the store element or function in the
    # `dict`.

               #                    self._store_object: dict
                                                                             self, name=id, dg=dg)
              #                                  self._store_object_id: dict
                                                  self._store_element_and_store_element_and_store_element,           

[4000 | 21073.95] loss=0.60 avg=1.01
[4001 | 21079.08] loss=0.81 avg=1.01
[4002 | 21084.23] loss=1.14 avg=1.01
[4003 | 21089.50] loss=1.27 avg=1.01
[4004 | 21094.68] loss=1.30 avg=1.01
[4005 | 21099.98] loss=0.70 avg=1.01
[4006 | 21105.17] loss=0.91 avg=1.01
[4007 | 21110.39] loss=1.11 avg=1.01
[4008 | 21115.53] loss=0.70 avg=1.01
[4009 | 21120.65] loss=0.77 avg=1.01
[4010 | 21125.81] loss=1.25 avg=1.01
[4011 | 21130.95] loss=1.99 avg=1.02
[4012 | 21136.05] loss=2.28 avg=1.03
[4013 | 21141.17] loss=1.47 avg=1.04
[4014 | 21146.34] loss=1.07 avg=1.04
[4015 | 21151.44] loss=0.73 avg=1.03
[4016 | 21156.61] loss=1.28 avg=1.04
[4017 | 21161.71] loss=0.87 avg=1.03
[4018 | 21166.96] loss=0.98 avg=1.03
[4019 | 21172.14] loss=1.14 avg=1.03
[4020 | 21177.36] loss=0.83 avg=1.03
[4021 | 21182.48] loss=1.47 avg=1.04
[4022 | 21187.64] loss=0.63 avg=1.03
[4023 | 21192.93] loss=0.62 avg=1.03
[4024 | 21198.08] loss=1.33 avg=1.03
[4025 | 21203.28] loss=1.22 avg=1.03
[4026 | 21208.56] loss=1.15 avg=1.03
[4027 | 21213.74] loss=0.98 avg=1.03
[4028 | 21218.95] loss=1.26 avg=1.04
[4029 | 21224.13] loss=1.24 avg=1.04
[4030 | 21229.33] loss=1.49 avg=1.04
[4031 | 21234.50] loss=0.71 avg=1.04
[4032 | 21239.62] loss=0.74 avg=1.04
[4033 | 21244.90] loss=0.58 avg=1.03
[4034 | 21250.13] loss=0.97 avg=1.03
[4035 | 21255.36] loss=0.79 avg=1.03
[4036 | 21260.53] loss=0.59 avg=1.02
[4037 | 21265.80] loss=0.79 avg=1.02
[4038 | 21270.92] loss=0.98 avg=1.02
[4039 | 21276.10] loss=0.89 avg=1.02
[4040 | 21281.28] loss=1.12 avg=1.02
[4041 | 21286.43] loss=1.14 avg=1.02
[4042 | 21291.68] loss=0.59 avg=1.02
[4043 | 21296.84] loss=0.80 avg=1.02
[4044 | 21301.94] loss=0.73 avg=1.01
[4045 | 21307.15] loss=0.95 avg=1.01
[4046 | 21312.30] loss=1.15 avg=1.01
[4047 | 21317.51] loss=1.20 avg=1.02
[4048 | 21322.69] loss=0.69 avg=1.01
[4049 | 21327.84] loss=1.34 avg=1.02
[4050 | 21333.12] loss=1.06 avg=1.02
[4051 | 21338.29] loss=0.93 avg=1.02
[4052 | 21343.48] loss=1.14 avg=1.02
[4053 | 21348.68] loss=0.88 avg=1.02
[4054 | 21353.97] loss=1.18 avg=1.02
[4055 | 21359.10] loss=0.95 avg=1.02
[4056 | 21364.19] loss=0.80 avg=1.01
[4057 | 21369.34] loss=0.68 avg=1.01
[4058 | 21374.51] loss=0.75 avg=1.01
[4059 | 21379.72] loss=1.03 avg=1.01
[4060 | 21384.96] loss=0.83 avg=1.01
[4061 | 21390.13] loss=1.30 avg=1.01
[4062 | 21395.27] loss=1.57 avg=1.02
[4063 | 21400.40] loss=1.02 avg=1.02
[4064 | 21405.55] loss=0.68 avg=1.01
[4065 | 21410.79] loss=0.81 avg=1.01
[4066 | 21416.19] loss=0.97 avg=1.01
[4067 | 21421.47] loss=1.27 avg=1.01
[4068 | 21426.76] loss=1.25 avg=1.01
[4069 | 21431.92] loss=1.79 avg=1.02
[4070 | 21437.04] loss=0.72 avg=1.02
[4071 | 21442.27] loss=0.57 avg=1.01
[4072 | 21447.43] loss=0.78 avg=1.01
[4073 | 21452.55] loss=1.09 avg=1.01
[4074 | 21457.72] loss=0.63 avg=1.01
[4075 | 21462.90] loss=1.11 avg=1.01
[4076 | 21468.03] loss=1.52 avg=1.02
[4077 | 21473.18] loss=0.74 avg=1.01
[4078 | 21478.37] loss=1.02 avg=1.01
[4079 | 21483.49] loss=1.42 avg=1.02
[4080 | 21488.70] loss=1.30 avg=1.02
[4081 | 21493.85] loss=0.78 avg=1.02
[4082 | 21499.01] loss=0.99 avg=1.02
[4083 | 21504.15] loss=1.38 avg=1.02
[4084 | 21509.42] loss=0.72 avg=1.02
[4085 | 21514.55] loss=0.77 avg=1.02
[4086 | 21519.66] loss=0.82 avg=1.01
[4087 | 21524.94] loss=0.99 avg=1.01
[4088 | 21530.24] loss=0.71 avg=1.01
[4089 | 21535.40] loss=0.56 avg=1.01
[4090 | 21540.47] loss=1.31 avg=1.01
[4091 | 21545.75] loss=1.07 avg=1.01
[4092 | 21550.98] loss=1.30 avg=1.01
[4093 | 21556.17] loss=0.79 avg=1.01
[4094 | 21561.26] loss=1.13 avg=1.01
[4095 | 21566.52] loss=1.05 avg=1.01
[4096 | 21571.70] loss=1.12 avg=1.01
[4097 | 21576.87] loss=0.61 avg=1.01
[4098 | 21582.09] loss=1.26 avg=1.01
[4099 | 21587.31] loss=1.05 avg=1.01
Generating samples...
======== SAMPLE 1 ========
 available for an object-safe method.

    :param pd:
    :cls:
    :str: A list of names suitable for creating a model file.

    :raises:
    :cg:
    :type: list

    :param pd:
    :type: [string]

    :param name:
    :type: string

    :param pd:
    :type: list

    :return: A data object

    Returns the pd as a list of the names of the model names.

    If the model has only one name
   """

    s = model.read()
    models = list(s)

    model_id = nameset.keys()
    pd = pd.PdName() for pd in models [u'add', u'a', u'distribution', u'of', u'source', u',', u'samples'] AddModel.objects_by_value python def objects_by_value(name, pd):
    """add a distribution of source samples of content
    .

    Args:
        name: str (for example, "Pd Name" or something similar).

       
       
        
        This method generates a dictionary containing a list of names suitable for creating a model file.

    :param name:
    :type: str
    :param pd:
    :type: list

    :param name:
    :type: string

     :return: A data object

    """

    if name == 'pds' and pd.part_name != name:
        return model_id, pd.data

    if pd.part_name is None:
        return model_id

    if pd.part_name is None:
        return model_id

    if pd.part_name is not None:
        return model_id

    assert name is name

    if name is not None:
        return model_id

    assert pd.part_name if name.lower() in models else None

    # pd.part_name is the first argument of name
    # except from the above
    # pd.part_name is the first argument of name
    if name is None:
        return model_id

    if not pd.part_part_name:
        return model_id

    return pd, name

   else:
        return None train pd.models/trender.py kmcc/pd-python f8bd77a1bff2baeb5a9bef0e0b3f0a8b4e0d2c https://github.com/kmcc/pd-python/blob/fd8bd77a1bff2baeb5a9bef0e0b3f0a8b4e0d2c/pd.models/trender.py#L2221-L2308
def to_trending_models(self):
    """ to_trending_models(n,s):
    """
    Pd for Model is created if name given (i.e._TrendingModel, i.e.__TrendingModel) == _TrendingModel(self):
    if s._trending_models() == _TrendingModel(self):
        return Pd(name)
        else:
            self._trending_models() == _TrendingModel
        raise ValueError("to_trending_models has to-do: "
            "p:\\n".format(

[4100 | 21676.33] loss=0.60 avg=1.01
[4101 | 21681.53] loss=1.17 avg=1.01
[4102 | 21686.81] loss=1.46 avg=1.01
[4103 | 21691.92] loss=0.95 avg=1.01
[4104 | 21697.23] loss=1.32 avg=1.02
[4105 | 21702.67] loss=0.71 avg=1.01
[4106 | 21708.00] loss=1.41 avg=1.02
[4107 | 21713.38] loss=1.19 avg=1.02
[4108 | 21718.87] loss=0.82 avg=1.02
[4109 | 21724.10] loss=0.94 avg=1.02
[4110 | 21729.41] loss=1.39 avg=1.02
[4111 | 21734.69] loss=0.84 avg=1.02
[4112 | 21739.93] loss=0.87 avg=1.02
[4113 | 21745.18] loss=1.02 avg=1.02
[4114 | 21750.46] loss=0.75 avg=1.01
[4115 | 21755.80] loss=1.17 avg=1.02
[4116 | 21761.08] loss=1.33 avg=1.02
[4117 | 21766.33] loss=1.04 avg=1.02
[4118 | 21771.62] loss=1.23 avg=1.02
[4119 | 21776.87] loss=0.81 avg=1.02
[4120 | 21782.10] loss=0.81 avg=1.02
[4121 | 21787.27] loss=0.89 avg=1.02
[4122 | 21792.49] loss=0.98 avg=1.01
[4123 | 21797.72] loss=0.82 avg=1.01
[4124 | 21802.89] loss=1.12 avg=1.01
[4125 | 21808.21] loss=1.22 avg=1.02
[4126 | 21813.40] loss=0.88 avg=1.01
[4127 | 21818.70] loss=1.13 avg=1.02
[4128 | 21823.95] loss=2.00 avg=1.03
[4129 | 21829.23] loss=0.85 avg=1.02
[4130 | 21834.64] loss=0.79 avg=1.02
[4131 | 21839.97] loss=1.38 avg=1.03
[4132 | 21845.31] loss=0.93 avg=1.02
[4133 | 21850.53] loss=0.72 avg=1.02
[4134 | 21855.86] loss=1.33 avg=1.02
[4135 | 21861.19] loss=2.14 avg=1.04
[4136 | 21866.47] loss=0.94 avg=1.03
[4137 | 21871.91] loss=0.35 avg=1.03
[4138 | 21877.14] loss=1.22 avg=1.03
[4139 | 21882.30] loss=0.93 avg=1.03
[4140 | 21887.55] loss=0.74 avg=1.03
[4141 | 21892.95] loss=0.90 avg=1.02
[4142 | 21898.21] loss=0.58 avg=1.02
[4143 | 21903.38] loss=1.38 avg=1.02
[4144 | 21908.61] loss=0.93 avg=1.02
[4145 | 21913.85] loss=0.93 avg=1.02
[4146 | 21919.00] loss=0.60 avg=1.02
[4147 | 21924.22] loss=1.16 avg=1.02
[4148 | 21929.56] loss=0.82 avg=1.02
[4149 | 21934.88] loss=0.75 avg=1.01
[4150 | 21940.21] loss=1.25 avg=1.02
[4151 | 21945.49] loss=0.73 avg=1.01
[4152 | 21950.72] loss=0.80 avg=1.01
[4153 | 21956.06] loss=0.60 avg=1.01
[4154 | 21961.29] loss=1.64 avg=1.01
[4155 | 21966.61] loss=0.99 avg=1.01
[4156 | 21971.90] loss=0.84 avg=1.01
[4157 | 21977.21] loss=1.06 avg=1.01
[4158 | 21982.64] loss=1.60 avg=1.02
[4159 | 21987.98] loss=1.12 avg=1.02
[4160 | 21993.27] loss=0.83 avg=1.02
[4161 | 21998.54] loss=0.58 avg=1.01
[4162 | 22003.89] loss=0.86 avg=1.01
[4163 | 22009.18] loss=1.50 avg=1.02
[4164 | 22014.52] loss=0.89 avg=1.01
[4165 | 22019.77] loss=1.00 avg=1.01
[4166 | 22025.01] loss=1.13 avg=1.02
[4167 | 22030.23] loss=1.19 avg=1.02
[4168 | 22035.39] loss=0.66 avg=1.01
[4169 | 22040.60] loss=0.87 avg=1.01
[4170 | 22045.90] loss=1.56 avg=1.02
[4171 | 22051.09] loss=1.31 avg=1.02
[4172 | 22056.33] loss=0.99 avg=1.02
[4173 | 22061.63] loss=0.85 avg=1.02
[4174 | 22066.87] loss=1.39 avg=1.02
[4175 | 22072.21] loss=0.63 avg=1.02
[4176 | 22077.41] loss=1.36 avg=1.02
[4177 | 22082.65] loss=1.13 avg=1.02
[4178 | 22087.87] loss=1.04 avg=1.02
[4179 | 22093.16] loss=0.98 avg=1.02
[4180 | 22098.40] loss=0.90 avg=1.02
[4181 | 22103.75] loss=1.01 avg=1.02
[4182 | 22109.08] loss=0.95 avg=1.02
[4183 | 22114.42] loss=0.68 avg=1.02
[4184 | 22119.70] loss=0.62 avg=1.01
[4185 | 22125.02] loss=0.65 avg=1.01
[4186 | 22130.27] loss=0.70 avg=1.01
[4187 | 22135.51] loss=0.92 avg=1.01
[4188 | 22140.65] loss=0.86 avg=1.00
[4189 | 22145.88] loss=0.56 avg=1.00
[4190 | 22151.08] loss=0.59 avg=1.00
[4191 | 22156.18] loss=0.60 avg=0.99
[4192 | 22161.34] loss=0.88 avg=0.99
[4193 | 22166.61] loss=1.16 avg=0.99
[4194 | 22171.96] loss=1.12 avg=0.99
[4195 | 22177.14] loss=1.14 avg=1.00
[4196 | 22182.39] loss=1.00 avg=1.00
[4197 | 22187.54] loss=1.13 avg=1.00
[4198 | 22192.82] loss=1.08 avg=1.00
[4199 | 22198.21] loss=0.74 avg=1.00
Generating samples...
======== SAMPLE 1 ========
': u'#''
    logger.info('Logging on/off')
    # If we are sure to go ahead, we do it anyway'
    if err != 'failure':
         raise ValueError('Failure - logging on '
                                                                                                                                                                                                                                                                    #'' 
                           logger.info('Logging on/off')
        else:
               logger.info('Logging on')
        # If we have failed to log on already, log on again. #''
        if err != 'failure':
         raise ValueError('failure - logging on '
                                                                                                                      
                            logger.info('Logging on',
                                                                                                                                                                                                                                                                                                                                                                                                  key=None)
                   if len (

[4200 | 22286.03] loss=0.65 avg=0.99
[4201 | 22291.23] loss=1.06 avg=0.99
[4202 | 22296.43] loss=1.30 avg=1.00
[4203 | 22301.76] loss=0.73 avg=0.99
[4204 | 22307.07] loss=0.60 avg=0.99
[4205 | 22312.36] loss=1.25 avg=0.99
[4206 | 22317.66] loss=0.76 avg=0.99
[4207 | 22322.92] loss=0.54 avg=0.98
[4208 | 22328.17] loss=1.08 avg=0.99
[4209 | 22333.37] loss=1.02 avg=0.99
[4210 | 22338.64] loss=1.05 avg=0.99
[4211 | 22343.90] loss=0.70 avg=0.98
[4212 | 22349.14] loss=1.78 avg=0.99
[4213 | 22354.34] loss=0.78 avg=0.99
[4214 | 22359.69] loss=1.02 avg=0.99
[4215 | 22364.99] loss=0.47 avg=0.98
[4216 | 22370.24] loss=0.58 avg=0.98
[4217 | 22375.57] loss=1.04 avg=0.98
[4218 | 22380.78] loss=0.88 avg=0.98
[4219 | 22385.91] loss=0.94 avg=0.98
[4220 | 22391.12] loss=1.09 avg=0.98
[4221 | 22396.45] loss=1.50 avg=0.99
[4222 | 22401.65] loss=0.64 avg=0.98
[4223 | 22406.91] loss=1.40 avg=0.99
[4224 | 22412.11] loss=1.50 avg=0.99
[4225 | 22417.48] loss=0.92 avg=0.99
[4226 | 22422.65] loss=0.80 avg=0.99
[4227 | 22427.82] loss=0.73 avg=0.99
[4228 | 22432.96] loss=1.82 avg=0.99
[4229 | 22438.25] loss=1.46 avg=1.00
[4230 | 22443.54] loss=0.91 avg=1.00
[4231 | 22448.80] loss=1.33 avg=1.00
[4232 | 22453.93] loss=0.93 avg=1.00
[4233 | 22459.08] loss=0.58 avg=1.00
[4234 | 22464.32] loss=0.71 avg=0.99
[4235 | 22469.53] loss=0.88 avg=0.99
[4236 | 22474.70] loss=0.45 avg=0.99
[4237 | 22479.94] loss=0.88 avg=0.99
[4238 | 22485.14] loss=0.67 avg=0.98
[4239 | 22490.38] loss=0.89 avg=0.98
[4240 | 22495.53] loss=1.43 avg=0.99
[4241 | 22500.75] loss=0.88 avg=0.99
[4242 | 22506.01] loss=0.77 avg=0.98
[4243 | 22511.21] loss=0.75 avg=0.98
[4244 | 22516.38] loss=0.80 avg=0.98
[4245 | 22521.60] loss=0.74 avg=0.98
[4246 | 22526.78] loss=1.32 avg=0.98
[4247 | 22531.99] loss=1.75 avg=0.99
[4248 | 22537.19] loss=0.86 avg=0.99
[4249 | 22542.37] loss=1.63 avg=0.99
[4250 | 22547.60] loss=1.26 avg=1.00
[4251 | 22552.77] loss=0.94 avg=1.00
[4252 | 22558.07] loss=1.20 avg=1.00
[4253 | 22563.31] loss=0.81 avg=1.00
[4254 | 22568.53] loss=1.28 avg=1.00
[4255 | 22573.71] loss=1.19 avg=1.00
[4256 | 22578.96] loss=0.69 avg=1.00
[4257 | 22584.13] loss=0.92 avg=1.00
[4258 | 22589.29] loss=0.49 avg=0.99
[4259 | 22594.55] loss=1.10 avg=0.99
[4260 | 22599.79] loss=1.51 avg=1.00
[4261 | 22604.99] loss=1.07 avg=1.00
[4262 | 22610.21] loss=0.69 avg=1.00
[4263 | 22615.49] loss=0.77 avg=0.99
[4264 | 22620.74] loss=1.38 avg=1.00
[4265 | 22625.91] loss=0.70 avg=0.99
[4266 | 22631.09] loss=0.89 avg=0.99
[4267 | 22636.30] loss=1.49 avg=1.00
[4268 | 22641.42] loss=0.75 avg=1.00
[4269 | 22646.68] loss=0.65 avg=0.99
[4270 | 22651.87] loss=0.70 avg=0.99
[4271 | 22657.08] loss=0.96 avg=0.99
[4272 | 22662.24] loss=0.77 avg=0.99
[4273 | 22667.37] loss=1.93 avg=1.00
[4274 | 22672.55] loss=1.85 avg=1.00
[4275 | 22677.72] loss=1.00 avg=1.00
[4276 | 22682.85] loss=1.15 avg=1.01
[4277 | 22688.06] loss=1.14 avg=1.01
[4278 | 22693.36] loss=1.06 avg=1.01
[4279 | 22698.70] loss=1.12 avg=1.01
[4280 | 22703.95] loss=0.67 avg=1.01
[4281 | 22709.25] loss=0.89 avg=1.00
[4282 | 22714.44] loss=1.28 avg=1.01
[4283 | 22719.69] loss=1.05 avg=1.01
[4284 | 22724.90] loss=0.96 avg=1.01
[4285 | 22730.14] loss=1.46 avg=1.01
[4286 | 22735.40] loss=1.43 avg=1.02
[4287 | 22740.59] loss=0.96 avg=1.02
[4288 | 22745.86] loss=1.03 avg=1.02
[4289 | 22751.11] loss=1.39 avg=1.02
[4290 | 22756.35] loss=0.89 avg=1.02
[4291 | 22761.51] loss=1.02 avg=1.02
[4292 | 22766.75] loss=0.88 avg=1.02
[4293 | 22771.99] loss=1.08 avg=1.02
[4294 | 22777.30] loss=0.62 avg=1.01
[4295 | 22782.48] loss=0.71 avg=1.01
[4296 | 22787.88] loss=1.69 avg=1.02
[4297 | 22793.22] loss=0.64 avg=1.01
[4298 | 22798.47] loss=0.71 avg=1.01
[4299 | 22803.71] loss=0.61 avg=1.01
Generating samples...
======== SAMPLE 1 ========
dos uid=uid(uid), nd=nd("uid")
        return (dtype=UUID, uid=uid, uid=uid, uid=uid, uid=uid.uid
        def create_nuid():
            if nd is not None:
                f, pg_ids = (uuid, uuid, uuid_dirs, uuid_dirs, uuid_uid_directory, uuid_dir)

           dtype_id = UUID(uid, uuid), nd = nd(dtype=dtype, nuid=dtype)
           uid_dir = (uuid, uuid_dir, uuid_dir)

           uids_file = f.read_uri().read(nid_name=uid_name, uids_file=uids_file)
           rd=fs.read_uri('file.r', rd.read, 0)
            rda = getattr(r, None, rd)
            rids_file.read(nid_name=rid_name)

        raise ValueError('nums: ' + nid_name + ' no one could write: ' +
                      ld/uuid_uid', unescape(nid_name)
        ) [u'def', u'create_nuid', u'(', u'n_uid', u')', u':', u'u_uid_path', u'(', u'n_uid', u')', u'=', u'sys', u'.', u'io', u'.', u'IO_HANDLE', u'(', u'sys', u'.', u'IO_RUN', u'(', u'0', u',', u'0', u')', u',', u'0', u',', u'1', u')', u'+', u'1', u',', u'2', u',', u'3', u'.', u'r', u'n_w', u'+=', u'1', u'w', u'or', u'de', u'not', u'(', u'(', u'w', u'=', u'1', u',', u'2', u',', u'3', u'.', u'r', u'+=', u'2', u',', u'2', u'.', u'r', u'+', u'3', u'.', u'nr', u'+', u'3', u'.', u'nr', u')', u'or', u'te', u'n', u'=', u'0', u',', u'n', u'.', u'def', u'_create_id', u'(', u'n_uid', u')', u'for', u'sys', u'.', u'io', u'.', u'IO_DELAY', u'in', u'range', u'(', u'len', u'(', u'u_uid_dir', u'+', u'sys', u"'w'", u'-', u'1', u')', u',', u'te', u'=', u'None', u')', u':', u'to_r', u'=', u'sys', u'.', u'getattr', u'(', u'r', u',', u'sys', u'.', u'getattr', u'(', u"r"', u'+', u'sys', u'.', u'getattr', u'(', u')', u',', u'te', u')', u'sys', u'.', u'getattr', u'(', u'r', u'+', u'sys', u'.', u'getattr', u'(', u')', u',', u'sys', u'.', u'getattr',

[4300 | 22893.78] loss=0.99 avg=1.01
[4301 | 22899.07] loss=0.66 avg=1.00
[4302 | 22904.41] loss=0.93 avg=1.00
[4303 | 22909.66] loss=1.83 avg=1.01
[4304 | 22914.97] loss=0.76 avg=1.01
[4305 | 22920.17] loss=1.16 avg=1.01
[4306 | 22925.41] loss=0.91 avg=1.01
[4307 | 22930.76] loss=0.80 avg=1.01
[4308 | 22936.08] loss=1.46 avg=1.01
[4309 | 22941.43] loss=0.85 avg=1.01
[4310 | 22946.72] loss=0.84 avg=1.01
[4311 | 22951.94] loss=0.46 avg=1.00
[4312 | 22957.23] loss=1.38 avg=1.01
[4313 | 22962.46] loss=0.91 avg=1.00
[4314 | 22967.73] loss=1.16 avg=1.01
[4315 | 22972.92] loss=0.63 avg=1.00
[4316 | 22978.12] loss=1.00 avg=1.00
[4317 | 22983.43] loss=1.23 avg=1.00
[4318 | 22988.76] loss=0.75 avg=1.00
[4319 | 22994.15] loss=1.12 avg=1.00
[4320 | 22999.48] loss=0.63 avg=1.00
[4321 | 23004.76] loss=1.06 avg=1.00
[4322 | 23010.05] loss=1.03 avg=1.00
[4323 | 23015.28] loss=1.45 avg=1.01
[4324 | 23020.53] loss=1.81 avg=1.01
[4325 | 23025.81] loss=0.90 avg=1.01
[4326 | 23030.95] loss=0.87 avg=1.01
[4327 | 23036.25] loss=0.77 avg=1.01
[4328 | 23041.49] loss=1.22 avg=1.01
[4329 | 23046.75] loss=1.41 avg=1.01
[4330 | 23051.95] loss=1.13 avg=1.02
[4331 | 23057.18] loss=0.75 avg=1.01
[4332 | 23062.47] loss=1.26 avg=1.02
[4333 | 23067.79] loss=1.10 avg=1.02
[4334 | 23073.01] loss=1.07 avg=1.02
[4335 | 23078.15] loss=0.93 avg=1.02
[4336 | 23083.44] loss=1.74 avg=1.02
[4337 | 23088.65] loss=0.73 avg=1.02
[4338 | 23093.97] loss=0.64 avg=1.02
[4339 | 23099.23] loss=0.92 avg=1.02
[4340 | 23104.43] loss=0.72 avg=1.01
[4341 | 23109.64] loss=0.75 avg=1.01
